userId	geneSymbol	geneName	entrezgene	score	gLink
AT1G30240	AT1G30240	proline-, glutamic acid/leucine-rich protein	839904	-0.26696943700000003	https://www.ncbi.nlm.nih.gov/gene/?term=839904
AT1G30250	AT1G30250	NA	839905	0	https://www.ncbi.nlm.nih.gov/gene/?term=839905
AT1G30260	AT1G30260	galactosyltransferase family protein	839906	0.471673121	https://www.ncbi.nlm.nih.gov/gene/?term=839906
AT1G30280	AT1G30280	NA	839908	-0.064308988	https://www.ncbi.nlm.nih.gov/gene/?term=839908
AT1G30290	AT1G30290	NA	839909	-0.859769547	https://www.ncbi.nlm.nih.gov/gene/?term=839909
AT1G30470	AT1G30470	NA	839926	0.049928597	https://www.ncbi.nlm.nih.gov/gene/?term=839926
AT1G30473	AT1G30473	NA	3766852	0	https://www.ncbi.nlm.nih.gov/gene/?term=3766852
AT1G30475	AT1G30475	NA	2745766	-0.41053629	https://www.ncbi.nlm.nih.gov/gene/?term=2745766
AT1G30515	AT1G30515	NA	839931	-0.211505664	https://www.ncbi.nlm.nih.gov/gene/?term=839931
AT1G30540	AT1G30540	NA	839934	-0.257048484	https://www.ncbi.nlm.nih.gov/gene/?term=839934
AT1G30545	AT1G30545	NA	28717281	-0.32665806	https://www.ncbi.nlm.nih.gov/gene/?term=28717281
AT1G30580	AT1G30580	NA	839938	-0.132345979	https://www.ncbi.nlm.nih.gov/gene/?term=839938
AT1G30600	AT1G30600	NA	839940	-0.524670745	https://www.ncbi.nlm.nih.gov/gene/?term=839940
AT1G30630	AT1G30630	NA	839943	0.375658887	https://www.ncbi.nlm.nih.gov/gene/?term=839943
AT1G30640	AT1G30640	NA	839944	0.7762794966666667	https://www.ncbi.nlm.nih.gov/gene/?term=839944
AT1G30680	AT1G30680	toprim domain-containing protein	839948	-0.063320703	https://www.ncbi.nlm.nih.gov/gene/?term=839948
AT1G30690	AT1G30690	NA	839949	0.508705905	https://www.ncbi.nlm.nih.gov/gene/?term=839949
AT1G30720	AT1G30720	NA	839952	-0.422251629	https://www.ncbi.nlm.nih.gov/gene/?term=839952
AT1G30740	AT1G30740	NA	839954	-0.6041690319999999	https://www.ncbi.nlm.nih.gov/gene/?term=839954
AT1G30750	AT1G30750	NA	839955	-1.5216871	https://www.ncbi.nlm.nih.gov/gene/?term=839955
AT1G30760	AT1G30760	NA	839958	-0.3906924295	https://www.ncbi.nlm.nih.gov/gene/?term=839958
AT1G30790	AT1G30790	NA	839960	-0.046252944	https://www.ncbi.nlm.nih.gov/gene/?term=839960
AT1G30814	AT1G30814	NA	3766853	-1.5262815925000002	https://www.ncbi.nlm.nih.gov/gene/?term=3766853
AT1G30820	AT1G30820	NA	839964	-0.330826143	https://www.ncbi.nlm.nih.gov/gene/?term=839964
AT1G30845	AT1G30845	cell growth defect protein	839968	-0.545121239	https://www.ncbi.nlm.nih.gov/gene/?term=839968
AT1G30870	AT1G30870	NA	839971	-0.516134331	https://www.ncbi.nlm.nih.gov/gene/?term=839971
AT1G30880	AT1G30880	NA	839972	-0.077136534	https://www.ncbi.nlm.nih.gov/gene/?term=839972
AT1G30890	AT1G30890	NA	839973	-0.317118786	https://www.ncbi.nlm.nih.gov/gene/?term=839973
AT1G30920	AT1G30920	NA	839976	1.420233969	https://www.ncbi.nlm.nih.gov/gene/?term=839976
AT1G30930	AT1G30930	NA	839979	-1.361807764	https://www.ncbi.nlm.nih.gov/gene/?term=839979
AT1G31040	AT1G31040	NA	839990	0	https://www.ncbi.nlm.nih.gov/gene/?term=839990
AT1G31050	AT1G31050	NA	839991	1.625636746	https://www.ncbi.nlm.nih.gov/gene/?term=839991
AT1G31130	AT1G31130	NA	839998	0.211828756	https://www.ncbi.nlm.nih.gov/gene/?term=839998
AT1G31175	AT1G31175	cytochrome C oxidase biogenesis Cmc1-like protein	840005	-0.004048779000000002	https://www.ncbi.nlm.nih.gov/gene/?term=840005
AT1G31310	AT1G31310	NA	840019	-0.734420658	https://www.ncbi.nlm.nih.gov/gene/?term=840019
AT1G31335	AT1G31335	NA	840022	-0.236411506	https://www.ncbi.nlm.nih.gov/gene/?term=840022
AT1G31430	AT1G31430	NA	840033	-0.3187643125	https://www.ncbi.nlm.nih.gov/gene/?term=840033
AT1G31440	AT1G31440	NA	840034	0.263357569	https://www.ncbi.nlm.nih.gov/gene/?term=840034
AT1G31460	AT1G31460	vitellogenin-2 protein	840036	0.238469868	https://www.ncbi.nlm.nih.gov/gene/?term=840036
AT1G31500	AT1G31500	NA	840040	-0.186060431	https://www.ncbi.nlm.nih.gov/gene/?term=840040
AT1G31540	AT1G31540	NA	840044	-0.161893653	https://www.ncbi.nlm.nih.gov/gene/?term=840044
AT1G31710	AT1G31710	NA	840058	-0.524513037	https://www.ncbi.nlm.nih.gov/gene/?term=840058
AT1G31720	AT1G31720	NA	840059	-0.9868619865000001	https://www.ncbi.nlm.nih.gov/gene/?term=840059
AT1G31730	AT1G31730	NA	840060	0.17455787	https://www.ncbi.nlm.nih.gov/gene/?term=840060
AT1G31760	AT1G31760	NA	840063	0	https://www.ncbi.nlm.nih.gov/gene/?term=840063
AT1G31850	AT1G31850	NA	840075	0.16955957175	https://www.ncbi.nlm.nih.gov/gene/?term=840075
AT1G31870	AT1G31870	pre-mRNA-splicing factor of RES complex protein	840077	0.056586709	https://www.ncbi.nlm.nih.gov/gene/?term=840077
AT1G31910	AT1G31910	NA	840081	0.070071571	https://www.ncbi.nlm.nih.gov/gene/?term=840081
AT1G32010	AT1G32010	NA	840092	-3.170984476	https://www.ncbi.nlm.nih.gov/gene/?term=840092
AT1G32030	AT1G32030	NA	840094	-0.801257179	https://www.ncbi.nlm.nih.gov/gene/?term=840094
AT1G32090	AT1G32090	NA	840101	0.168574083	https://www.ncbi.nlm.nih.gov/gene/?term=840101
AT1G32120	AT1G32120	NA	840104	-0.438713145	https://www.ncbi.nlm.nih.gov/gene/?term=840104
AT1G32127	AT1G32127	plant viral-response family protein	28717288	-0.895193137	https://www.ncbi.nlm.nih.gov/gene/?term=28717288
AT1G32160	AT1G32160	beta-casein (DUF760)	840108	0.431638218	https://www.ncbi.nlm.nih.gov/gene/?term=840108
AT1G32190	AT1G32190	NA	840111	1.178475229	https://www.ncbi.nlm.nih.gov/gene/?term=840111
AT1G32220	AT1G32220	NA	840114	-0.02729815	https://www.ncbi.nlm.nih.gov/gene/?term=840114
AT1G32260	AT1G32260	NA	840118	-0.946796988	https://www.ncbi.nlm.nih.gov/gene/?term=840118
AT1G32375	AT1G32375	NA	840130	-0.560034253	https://www.ncbi.nlm.nih.gov/gene/?term=840130
AT1G32410	AT1G32410	NA	840134	0.339266061	https://www.ncbi.nlm.nih.gov/gene/?term=840134
AT1G32460	AT1G32460	NA	840140	-0.078064174	https://www.ncbi.nlm.nih.gov/gene/?term=840140
AT1G32580	AT1G32580	NA	840152	1.912606523	https://www.ncbi.nlm.nih.gov/gene/?term=840152
AT1G32583	AT1G32583	tapetum determinant protein	3766880	0.7026996965000001	https://www.ncbi.nlm.nih.gov/gene/?term=3766880
AT1G32610	AT1G32610	NA	840156	-0.652442961	https://www.ncbi.nlm.nih.gov/gene/?term=840156
AT1G32630	AT1G32630	FAM50A-like protein	840157	0.009611848	https://www.ncbi.nlm.nih.gov/gene/?term=840157
AT1G32700	AT1G32700	NA	840164	0.1852523475	https://www.ncbi.nlm.nih.gov/gene/?term=840164
AT1G32710	AT1G32710	NA	840165	1.988453282	https://www.ncbi.nlm.nih.gov/gene/?term=840165
AT1G32760	AT1G32760	NA	840170	-0.545867048	https://www.ncbi.nlm.nih.gov/gene/?term=840170
AT1G32780	AT1G32780	NA	840172	-0.118281862	https://www.ncbi.nlm.nih.gov/gene/?term=840172
AT1G32860	AT1G32860	NA	840180	0.023425438	https://www.ncbi.nlm.nih.gov/gene/?term=840180
AT1G32920	AT1G32920	NA	28717292	-0.464255452	https://www.ncbi.nlm.nih.gov/gene/?term=28717292
AT1G32928	AT1G32928	NA	3766886	-0.288508712	https://www.ncbi.nlm.nih.gov/gene/?term=3766886
AT1G32950	AT1G32950	NA	840189	1.224423879	https://www.ncbi.nlm.nih.gov/gene/?term=840189
AT1G32980	AT1G32980	NA	840193	0	https://www.ncbi.nlm.nih.gov/gene/?term=840193
AT1G33010	AT1G33010	NA	840196	-0.801257179	https://www.ncbi.nlm.nih.gov/gene/?term=840196
AT1G33030	AT1G33030	NA	840198	-0.543508477	https://www.ncbi.nlm.nih.gov/gene/?term=840198
AT1G33050	AT1G33050	NA	840200	-0.070074968	https://www.ncbi.nlm.nih.gov/gene/?term=840200
AT1G33055	AT1G33055	NA	840201	-0.59163683	https://www.ncbi.nlm.nih.gov/gene/?term=840201
AT1G33110	AT1G33110	NA	840207	-0.544344983	https://www.ncbi.nlm.nih.gov/gene/?term=840207
AT1G33170	AT1G33170	NA	840213	0.019183388	https://www.ncbi.nlm.nih.gov/gene/?term=840213
AT1G33230	AT1G33230	NA	840217	-0.18167151	https://www.ncbi.nlm.nih.gov/gene/?term=840217
AT1G33260	AT1G33260	NA	840220	0.024246880000000012	https://www.ncbi.nlm.nih.gov/gene/?term=840220
AT1G33270	AT1G33270	NA	840222	0.393901151	https://www.ncbi.nlm.nih.gov/gene/?term=840222
AT1G33330	AT1G33330	NA	840227	-0.128838748	https://www.ncbi.nlm.nih.gov/gene/?term=840227
AT1G33360	AT1G33360	NA	840230	0.054803481	https://www.ncbi.nlm.nih.gov/gene/?term=840230
AT1G33440	AT1G33440	NA	840237	-1.330050929	https://www.ncbi.nlm.nih.gov/gene/?term=840237
AT1G33475	AT1G33475	NA	840241	0.061160109	https://www.ncbi.nlm.nih.gov/gene/?term=840241
AT1G33490	AT1G33490	NA	840243	0.13698297533333334	https://www.ncbi.nlm.nih.gov/gene/?term=840243
AT1G33590	AT1G33590	NA	840253	-0.019278926000000002	https://www.ncbi.nlm.nih.gov/gene/?term=840253
AT1G33610	AT1G33610	NA	840255	-0.273451369	https://www.ncbi.nlm.nih.gov/gene/?term=840255
AT1G33680	AT1G33680	NA	840259	-1.87775e-4	https://www.ncbi.nlm.nih.gov/gene/?term=840259
AT1G33700	AT1G33700	NA	840261	0.09592534900000002	https://www.ncbi.nlm.nih.gov/gene/?term=840261
AT1G33710	AT1G33710	NA	840262	0.032913768	https://www.ncbi.nlm.nih.gov/gene/?term=840262
AT1G33770	AT1G33770	NA	840268	-2.703521944	https://www.ncbi.nlm.nih.gov/gene/?term=840268
AT1G33810	AT1G33810	zinc finger/BTB domain protein	840273	-0.227300168	https://www.ncbi.nlm.nih.gov/gene/?term=840273
AT1G33970	AT1G33970	NA	840294	-0.620255786	https://www.ncbi.nlm.nih.gov/gene/?term=840294
AT1G34010	AT1G34010	NA	840298	-0.08334436733333334	https://www.ncbi.nlm.nih.gov/gene/?term=840298
AT1G34040	AT1G34040	NA	840301	-1.7748734625	https://www.ncbi.nlm.nih.gov/gene/?term=840301
AT1G34046	AT1G34046	NA	7922353	1.122288166	https://www.ncbi.nlm.nih.gov/gene/?term=7922353
AT1G34110	AT1G34110	NA	840310	-0.648218359	https://www.ncbi.nlm.nih.gov/gene/?term=840310
AT1G34150	AT1G34150	NA	840314	-0.310309241	https://www.ncbi.nlm.nih.gov/gene/?term=840314
AT1G34200	AT1G34200	NA	840319	0.126711137	https://www.ncbi.nlm.nih.gov/gene/?term=840319
AT1G34220	AT1G34220	NA	840321	-0.042540125	https://www.ncbi.nlm.nih.gov/gene/?term=840321
AT1G34270	AT1G34270	NA	840327	0.022947197	https://www.ncbi.nlm.nih.gov/gene/?term=840327
AT1G34320	AT1G34320	Ikzf5 (DUF668)	840333	-0.357084547	https://www.ncbi.nlm.nih.gov/gene/?term=840333
AT1G34340	AT1G34340	NA	840335	-0.037241163	https://www.ncbi.nlm.nih.gov/gene/?term=840335
AT1G34360	AT1G34360	translation initiation factor 3 (IF-3) family protein	840338	-0.058731314	https://www.ncbi.nlm.nih.gov/gene/?term=840338
AT1G34380	AT1G34380	NA	840340	-0.371444788	https://www.ncbi.nlm.nih.gov/gene/?term=840340
AT1G34480	AT1G34480	NA	840350	0	https://www.ncbi.nlm.nih.gov/gene/?term=840350
AT1G34560	AT1G34560	NA	840359	-0.364122918	https://www.ncbi.nlm.nih.gov/gene/?term=840359
AT1G34570	AT1G34570	NA	840360	-0.083124028	https://www.ncbi.nlm.nih.gov/gene/?term=840360
AT1G34630	AT1G34630	NA	840367	0.57201800175	https://www.ncbi.nlm.nih.gov/gene/?term=840367
AT1G34640	AT1G34640	peptidase	840368	-0.569093631	https://www.ncbi.nlm.nih.gov/gene/?term=840368
AT1G34750	AT1G34750	NA	840379	-0.5086520973333333	https://www.ncbi.nlm.nih.gov/gene/?term=840379
AT1G34770	AT1G34770	melanoma-associated antigen G1-like protein	840381	-0.4497405135	https://www.ncbi.nlm.nih.gov/gene/?term=840381
AT1G35170	AT1G35170	NA	840404	0.395859567	https://www.ncbi.nlm.nih.gov/gene/?term=840404
AT1G35190	AT1G35190	NA	840408	-0.203189747	https://www.ncbi.nlm.nih.gov/gene/?term=840408
AT1G35210	AT1G35210	NA	840410	-1.942288378	https://www.ncbi.nlm.nih.gov/gene/?term=840410
AT1G35220	AT1G35220	FAM91 carboxy-terminus protein	840411	-0.2419428105	https://www.ncbi.nlm.nih.gov/gene/?term=840411
AT1G35330	AT1G35330	NA	840422	-2.224225971	https://www.ncbi.nlm.nih.gov/gene/?term=840422
AT1G35350	AT1G35350	NA	840424	-0.332343746	https://www.ncbi.nlm.nih.gov/gene/?term=840424
AT1G35420	AT1G35420	NA	840434	-0.148076515	https://www.ncbi.nlm.nih.gov/gene/?term=840434
AT1G35430	AT1G35430	NA	840435	-0.498844437	https://www.ncbi.nlm.nih.gov/gene/?term=840435
AT1G35510	AT1G35510	NA	840444	-0.031150068	https://www.ncbi.nlm.nih.gov/gene/?term=840444
AT1G35550	AT1G35550	elongation factor Tu C-terminal domain-containing protein	840451	0.071526328	https://www.ncbi.nlm.nih.gov/gene/?term=840451
AT1G35660	AT1G35660	erythroid differentiation factor-like protein	840468	0.244305502	https://www.ncbi.nlm.nih.gov/gene/?term=840468
AT1G35710	AT1G35710	NA	840475	-0.670257597	https://www.ncbi.nlm.nih.gov/gene/?term=840475
AT1G35780	AT1G35780	NA	840483	0.728345227	https://www.ncbi.nlm.nih.gov/gene/?term=840483
AT1G36050	AT1G36050	NA	840509	-0.102004704	https://www.ncbi.nlm.nih.gov/gene/?term=840509
AT1G36100	AT1G36100	NA	840515	0	https://www.ncbi.nlm.nih.gov/gene/?term=840515
AT1G36240	AT1G36240	NA	840530	-0.197190146	https://www.ncbi.nlm.nih.gov/gene/?term=840530
AT1G36940	AT1G36940	myotubularin-like protein	840603	-0.442899984	https://www.ncbi.nlm.nih.gov/gene/?term=840603
AT1G36980	AT1G36980	transmembrane 50A-like protein	840608	-0.0892511845	https://www.ncbi.nlm.nih.gov/gene/?term=840608
AT1G36990	AT1G36990	C-jun-amino-terminal kinase-interacting protein	840609	0.053534992000000003	https://www.ncbi.nlm.nih.gov/gene/?term=840609
AT1G37020	AT1G37020	NA	840613	-0.262222988	https://www.ncbi.nlm.nih.gov/gene/?term=840613
AT1G38131	AT1G38131	NA	840652	-0.567528548	https://www.ncbi.nlm.nih.gov/gene/?term=840652
AT1G40087	AT1G40087	NA	840721	1.122288166	https://www.ncbi.nlm.nih.gov/gene/?term=840721
AT1G41880	AT1G41880	NA	840799	-0.107430406	https://www.ncbi.nlm.nih.gov/gene/?term=840799
AT1G42470	AT1G42470	NA	840851	-0.035827942	https://www.ncbi.nlm.nih.gov/gene/?term=840851
AT1G42480	AT1G42480	TLR4 regulator/MIR-interacting MSAP protein	840852	0.136512925	https://www.ncbi.nlm.nih.gov/gene/?term=840852
AT1G43020	AT1G43020	electron protein, putative (Protein of unknown function, DUF547)	840901	2.013612263	https://www.ncbi.nlm.nih.gov/gene/?term=840901
AT1G43040	AT1G43040	NA	28717322	-2.055351461	https://www.ncbi.nlm.nih.gov/gene/?term=28717322
AT1G43580	AT1G43580	Sphingomyelin synthetase family protein	840942	0.102971241	https://www.ncbi.nlm.nih.gov/gene/?term=840942
AT1G43600	AT1G43600	NA	840944	-0.047303923	https://www.ncbi.nlm.nih.gov/gene/?term=840944
AT1G43610	AT1G43610	NA	840945	0.235036527	https://www.ncbi.nlm.nih.gov/gene/?term=840945
AT1G43722	AT1G43722	NA	840961	0.600875349	https://www.ncbi.nlm.nih.gov/gene/?term=840961
AT1G43770	AT1G43770	NA	840971	-0.5484919095	https://www.ncbi.nlm.nih.gov/gene/?term=840971
AT1G43810	AT1G43810	NA	840978	0	https://www.ncbi.nlm.nih.gov/gene/?term=840978
AT1G43860	AT1G43860	NA	840982	-0.011149125	https://www.ncbi.nlm.nih.gov/gene/?term=840982
AT1G43900	AT1G43900	NA	840989	0.025331172	https://www.ncbi.nlm.nih.gov/gene/?term=840989
AT1G44000	AT1G44000	NA	841000	-0.185546747	https://www.ncbi.nlm.nih.gov/gene/?term=841000
AT1G44120	AT1G44120	CELLULOSE SYNTHASE INTERACTIVE 2	841015	-0.048772327	https://www.ncbi.nlm.nih.gov/gene/?term=841015
AT1G44130	AT1G44130	NA	841016	-3.204946553	https://www.ncbi.nlm.nih.gov/gene/?term=841016
AT1G44160	AT1G44160	NA	841019	-0.094102767	https://www.ncbi.nlm.nih.gov/gene/?term=841019
AT1G44414	AT1G44414	zinc-ribbon domain protein	841028	0.27388097	https://www.ncbi.nlm.nih.gov/gene/?term=841028
AT1G44542	AT1G44542	NA	841032	-1.808557734	https://www.ncbi.nlm.nih.gov/gene/?term=841032
AT1G44760	AT1G44760	NA	841040	-0.021963132	https://www.ncbi.nlm.nih.gov/gene/?term=841040
AT1G44770	AT1G44770	NA	841041	0.18454063	https://www.ncbi.nlm.nih.gov/gene/?term=841041
AT1G44780	AT1G44780	NA	841042	-0.178393031	https://www.ncbi.nlm.nih.gov/gene/?term=841042
AT1G44810	AT1G44810	NA	841045	-0.212095462	https://www.ncbi.nlm.nih.gov/gene/?term=841045
AT1G44820	AT1G44820	NA	841046	0.015658828	https://www.ncbi.nlm.nih.gov/gene/?term=841046
AT1G44830	AT1G44830	NA	841047	3.709509082	https://www.ncbi.nlm.nih.gov/gene/?term=841047
AT1G44890	AT1G44890	NA	841055	-0.00191485	https://www.ncbi.nlm.nih.gov/gene/?term=841055
AT1G45000	AT1G45000	NA	841065	0.267908205	https://www.ncbi.nlm.nih.gov/gene/?term=841065
AT1G45010	AT1G45010	NA	841066	0.622488183	https://www.ncbi.nlm.nih.gov/gene/?term=841066
AT1G45063	AT1G45063	copper ion binding / electron carrier protein	3767354	-0.951378639	https://www.ncbi.nlm.nih.gov/gene/?term=3767354
AT1G45100	AT1G45100	NA	841077	-0.384744322	https://www.ncbi.nlm.nih.gov/gene/?term=841077
AT1G45110	AT1G45110	NA	841078	-0.538957668	https://www.ncbi.nlm.nih.gov/gene/?term=841078
AT1G45160	AT1G45160	NA	841084	-0.0986160105	https://www.ncbi.nlm.nih.gov/gene/?term=841084
AT1G45170	AT1G45170	NA	841085	0.093899	https://www.ncbi.nlm.nih.gov/gene/?term=841085
AT1G45180	AT1G45180	NA	841086	0.42780427199999993	https://www.ncbi.nlm.nih.gov/gene/?term=841086
AT1G45207	AT1G45207	NA	841090	-0.44420564549999997	https://www.ncbi.nlm.nih.gov/gene/?term=841090
AT1G45230	AT1G45230	NA	841096	-0.30452667	https://www.ncbi.nlm.nih.gov/gene/?term=841096
AT1G45243	AT1G45243	NA	844573	-2.062702842	https://www.ncbi.nlm.nih.gov/gene/?term=844573
AT1G45332	AT1G45332	NA	841097	0.152475135	https://www.ncbi.nlm.nih.gov/gene/?term=841097
AT1G45545	AT1G45545	NA	841100	0	https://www.ncbi.nlm.nih.gov/gene/?term=841100
AT1G45688	AT1G45688	NA	841102	-0.016746856	https://www.ncbi.nlm.nih.gov/gene/?term=841102
AT1G46696	AT1G46696	NA	841116	1.122288166	https://www.ncbi.nlm.nih.gov/gene/?term=841116
AT1G46912	AT1G46912	NA	841119	-0.801257179	https://www.ncbi.nlm.nih.gov/gene/?term=841119
AT1G47130	AT1G47130	NA	28717332	0.261262811	https://www.ncbi.nlm.nih.gov/gene/?term=28717332
AT1G47278	AT1G47278	NA	5007783	-0.12035925250000001	https://www.ncbi.nlm.nih.gov/gene/?term=5007783
AT1G47280	AT1G47280	NA	841131	-3.248408204	https://www.ncbi.nlm.nih.gov/gene/?term=841131
AT1G47310	AT1G47310	signal peptidase I	841134	0.251928105	https://www.ncbi.nlm.nih.gov/gene/?term=841134
AT1G47317	AT1G47317	NA	3767374	-1.496659989	https://www.ncbi.nlm.nih.gov/gene/?term=3767374
AT1G47340	AT1G47340	NA	841137	-0.848212878	https://www.ncbi.nlm.nih.gov/gene/?term=841137
AT1G47380	AT1G47380	NA	841141	-0.12208748	https://www.ncbi.nlm.nih.gov/gene/?term=841141
AT1G47390	AT1G47390	NA	841142	2.492581172	https://www.ncbi.nlm.nih.gov/gene/?term=841142
AT1G47410	AT1G47410	NA	841146	-0.8151431309999999	https://www.ncbi.nlm.nih.gov/gene/?term=841146
AT1G47480	AT1G47480	NA	841155	-0.334311158	https://www.ncbi.nlm.nih.gov/gene/?term=841155
AT1G47497	AT1G47497	NA	5007784	0.160510613	https://www.ncbi.nlm.nih.gov/gene/?term=5007784
AT1G47530	AT1G47530	NA	841162	0.228538931	https://www.ncbi.nlm.nih.gov/gene/?term=841162
AT1G47570	AT1G47570	NA	841166	-0.162868626	https://www.ncbi.nlm.nih.gov/gene/?term=841166
AT1G47578	AT1G47578	NA	10723096	-0.860181166	https://www.ncbi.nlm.nih.gov/gene/?term=10723096
AT1G47610	AT1G47610	NA	841170	-0.084817649	https://www.ncbi.nlm.nih.gov/gene/?term=841170
AT1G47670	AT1G47670	NA	841177	-2.369859766	https://www.ncbi.nlm.nih.gov/gene/?term=841177
AT1G47740	AT1G47740	NA	841185	-0.41357953799999997	https://www.ncbi.nlm.nih.gov/gene/?term=841185
AT1G47765	AT1G47765	NA	841188	-2.508913669	https://www.ncbi.nlm.nih.gov/gene/?term=841188
AT1G47790	AT1G47790	NA	841193	-1.4966539	https://www.ncbi.nlm.nih.gov/gene/?term=841193
AT1G47800	AT1G47800	NA	841194	-0.331615718	https://www.ncbi.nlm.nih.gov/gene/?term=841194
AT1G47820	AT1G47820	NA	841198	-0.202131221	https://www.ncbi.nlm.nih.gov/gene/?term=841198
AT1G47830	AT1G47830	NA	841199	0.112079486	https://www.ncbi.nlm.nih.gov/gene/?term=841199
AT1G47900	AT1G47900	NA	841207	-0.13086623466666666	https://www.ncbi.nlm.nih.gov/gene/?term=841207
AT1G48090	AT1G48090	calcium-dependent lipid-binding family protein	841226	0.4897014065	https://www.ncbi.nlm.nih.gov/gene/?term=841226
AT1G48120	AT1G48120	NA	841230	-0.20491489	https://www.ncbi.nlm.nih.gov/gene/?term=841230
AT1G48150	AT1G48150	NA	841234	0.50088463	https://www.ncbi.nlm.nih.gov/gene/?term=841234
AT1G48170	AT1G48170	proteasome assembly chaperone	841236	-0.306258774	https://www.ncbi.nlm.nih.gov/gene/?term=841236
AT1G48200	AT1G48200	NA	841240	-0.137242996	https://www.ncbi.nlm.nih.gov/gene/?term=841240
AT1G48230	AT1G48230	NA	841243	0.148391602	https://www.ncbi.nlm.nih.gov/gene/?term=841243
AT1G48325	AT1G48325	NA	2745817	-0.407472084	https://www.ncbi.nlm.nih.gov/gene/?term=2745817
AT1G48330	AT1G48330	NA	841253	-1.738264499	https://www.ncbi.nlm.nih.gov/gene/?term=841253
AT1G48390	AT1G48390	NA	841259	1.133427358	https://www.ncbi.nlm.nih.gov/gene/?term=841259
AT1G48400	AT1G48400	NA	841260	-0.07535600199999999	https://www.ncbi.nlm.nih.gov/gene/?term=841260
AT1G48430	AT1G48430	NA	841264	0.176467506	https://www.ncbi.nlm.nih.gov/gene/?term=841264
AT1G48440	AT1G48440	NA	841265	-0.011859557	https://www.ncbi.nlm.nih.gov/gene/?term=841265
AT1G48460	AT1G48460	tRNA-processing ribonuclease BN	841267	-0.397741116	https://www.ncbi.nlm.nih.gov/gene/?term=841267
AT1G48490	AT1G48490	NA	841270	-0.052170196	https://www.ncbi.nlm.nih.gov/gene/?term=841270
AT1G48540	AT1G48540	NA	841275	-0.08790730499999999	https://www.ncbi.nlm.nih.gov/gene/?term=841275
AT1G48550	AT1G48550	Vacuolar protein sorting-associated protein 26	841276	-0.561287403	https://www.ncbi.nlm.nih.gov/gene/?term=841276
AT1G48560	AT1G48560	NA	841277	-0.142335091	https://www.ncbi.nlm.nih.gov/gene/?term=841277
AT1G48570	AT1G48570	NA	841278	0.150054092	https://www.ncbi.nlm.nih.gov/gene/?term=841278
AT1G48580	AT1G48580	nuclear localized protein	841279	-0.0028297126666666666	https://www.ncbi.nlm.nih.gov/gene/?term=841279
AT1G48610	AT1G48610	NA	841282	-0.119002047	https://www.ncbi.nlm.nih.gov/gene/?term=841282
AT1G48650	AT1G48650	NA	841287	0.002234198500000001	https://www.ncbi.nlm.nih.gov/gene/?term=841287
AT1G48720	AT1G48720	NA	28717339	1.122288166	https://www.ncbi.nlm.nih.gov/gene/?term=28717339
AT1G48745	AT1G48745	NA	5007786	-0.427701023	https://www.ncbi.nlm.nih.gov/gene/?term=5007786
AT1G48750	AT1G48750	NA	841297	-2.70309312	https://www.ncbi.nlm.nih.gov/gene/?term=841297
AT1G48770	AT1G48770	NA	841299	-0.4016693436666667	https://www.ncbi.nlm.nih.gov/gene/?term=841299
AT1G48780	AT1G48780	NA	841300	0.123669955	https://www.ncbi.nlm.nih.gov/gene/?term=841300
AT1G48820	AT1G48820	NA	841304	-0.123118906	https://www.ncbi.nlm.nih.gov/gene/?term=841304
AT1G48870	AT1G48870	NA	841309	-0.3150440055	https://www.ncbi.nlm.nih.gov/gene/?term=841309
AT1G48900	AT1G48900	NA	841312	-0.042220442	https://www.ncbi.nlm.nih.gov/gene/?term=841312
AT1G48970	AT1G48970	NA	841319	0.034854177	https://www.ncbi.nlm.nih.gov/gene/?term=841319
AT1G48980	AT1G48980	NA	841320	-2.894161312	https://www.ncbi.nlm.nih.gov/gene/?term=841320
AT1G49000	AT1G49000	NA	841322	0.160505653	https://www.ncbi.nlm.nih.gov/gene/?term=841322
AT1G49010	AT1G49010	NA	841324	-0.03827016	https://www.ncbi.nlm.nih.gov/gene/?term=841324
AT1G49140	AT1G49140	NA	841337	0.060554103000000005	https://www.ncbi.nlm.nih.gov/gene/?term=841337
AT1G49170	AT1G49170	NA	841340	-0.234661188	https://www.ncbi.nlm.nih.gov/gene/?term=841340
AT1G49180	AT1G49180	NA	841341	-0.186154837	https://www.ncbi.nlm.nih.gov/gene/?term=841341
AT1G49245	AT1G49245	NA	841348	-0.009607431	https://www.ncbi.nlm.nih.gov/gene/?term=841348
AT1G49360	AT1G49360	NA	841359	0.6535213455	https://www.ncbi.nlm.nih.gov/gene/?term=841359
AT1G49380	AT1G49380	NA	841361	-0.183718934	https://www.ncbi.nlm.nih.gov/gene/?term=841361
AT1G49390	AT1G49390	NA	841362	0	https://www.ncbi.nlm.nih.gov/gene/?term=841362
AT1G49420	AT1G49420	NA	841366	-2.720822498	https://www.ncbi.nlm.nih.gov/gene/?term=841366
AT1G49450	AT1G49450	NA	841369	1.745078718	https://www.ncbi.nlm.nih.gov/gene/?term=841369
AT1G49470	AT1G49470	NA	841370	2.065444814	https://www.ncbi.nlm.nih.gov/gene/?term=841370
AT1G49475	AT1G49475	NA	841371	0.12623797	https://www.ncbi.nlm.nih.gov/gene/?term=841371
AT1G49500	AT1G49500	NA	841374	-1.853903406	https://www.ncbi.nlm.nih.gov/gene/?term=841374
